State,Postcode,Individuals,MedianIncome,MeanIncome
QLD,4013,2953.00,49477.00,60828.00
QLD,4014,7073.00,46944.00,55801.00
QLD,4017,20932.00,45618.00,54556.00
QLD,4018,6005.00,45567.00,50728.00
QLD,4019,10494.00,41498.00,49901.00
QLD,4020,12233.00,41335.00,54135.00
QLD,4021,4863.00,39703.00,45305.00
QLD,4022,3272.00,39410.00,44478.00
QLD,4030,9646.00,50037.00,66924.00
QLD,4031,7770.00,52377.00,64410.00
QLD,4032,9044.00,43075.00,52904.00
QLD,4034,26150.00,44448.00,53284.00
QLD,4035,15261.00,48160.00,63740.00
QLD,4036,3885.00,44310.00,49464.00
QLD,4037,4851.00,50481.00,62929.00
QLD,4051,17128.00,52966.00,71990.00
QLD,4053,26327.00,48190.00,57739.00
QLD,4054,8692.00,43897.00,51627.00
QLD,4055,12203.00,49081.00,59659.00
QLD,4059,7100.00,47722.00,66846.00
QLD,4060,8170.00,53462.00,78882.00
QLD,4061,10335.00,47977.00,66855.00
QLD,4064,7400.00,53677.00,85588.00
QLD,4065,5740.00,57042.00,92074.00
QLD,4066,11052.00,48012.00,69006.00
QLD,4067,5004.00,40250.00,79152.00
QLD,4068,14507.00,47175.00,79551.00
QLD,4069,21686.00,50188.00,84460.00
QLD,4070,6767.00,48812.00,63604.00
QLD,4073,5517.00,52048.00,69459.00
QLD,4074,15384.00,45951.00,57903.00
QLD,4075,13755.00,49240.00,69065.00
QLD,4076,2477.00,40092.00,44416.00
QLD,4077,12267.00,38006.00,42127.00
QLD,4078,13900.00,45987.00,52259.00
QLD,4101,13349.00,44880.00,67661.00
QLD,4102,4200.00,40484.00,53448.00
QLD,4103,8639.00,44616.00,58815.00
QLD,4104,3920.00,50199.00,72345.00
QLD,4105,7955.00,47357.00,61671.00
QLD,4106,901.00,42145.00,50922.00
QLD,4107,3745.00,43443.00,49468.00
QLD,4108,3100.00,38695.00,43839.00
QLD,4109,22418.00,33180.00,44943.00
QLD,4110,5163.00,41428.00,47058.00
QLD,4111,655.00,41565.00,48687.00
QLD,4112,4222.00,40231.00,51047.00
QLD,4113,18039.00,37426.00,47111.00
QLD,4114,11659.00,37061.00,39517.00
QLD,4115,11196.00,44862.00,51613.00
QLD,4116,14619.00,40663.00,48944.00
QLD,4118,16807.00,43524.00,48600.00
QLD,4119,3652.00,43179.00,51401.00
QLD,4120,5879.00,48513.00,59318.00
QLD,4121,14878.00,51054.00,65736.00
QLD,4122,26036.00,42688.00,52345.00
QLD,4123,10306.00,44913.00,52586.00
QLD,4124,10008.00,44968.00,51461.00
QLD,4125,3915.00,40598.00,48773.00
QLD,4127,14742.00,42228.00,50089.00
QLD,4128,9899.00,45150.00,52901.00
QLD,4129,3925.00,43905.00,49845.00
QLD,4130,5138.00,43701.00,55005.00
QLD,4131,4782.00,39448.00,43276.00
QLD,4132,11540.00,40520.00,43342.00
QLD,4133,8006.00,41031.00,46211.00
QLD,4151,10821.00,50687.00,67203.00
QLD,4152,27609.00,49572.00,65921.00
QLD,4153,2761.00,50102.00,65033.00
QLD,4154,6266.00,55764.00,72060.00
QLD,4155,968.00,49399.00,97061.00
QLD,4156,1950.00,49493.00,70617.00
QLD,4157,11307.00,43980.00,52343.00
QLD,4158,2146.00,46523.00,53407.00
QLD,4159,8374.00,44985.00,55851.00
QLD,4160,11023.00,45559.00,61922.00
QLD,4161,9557.00,43838.00,49879.00
QLD,4163,9219.00,42515.00,63340.00
QLD,4164,7942.00,45543.00,58191.00
QLD,4165,20264.00,44847.00,55125.00
QLD,4169,8998.00,48348.00,74724.00
QLD,4170,15172.00,52667.00,69380.00
QLD,4171,10061.00,60562.00,95607.00
QLD,4172,2771.00,50562.00,63329.00
QLD,4173,4999.00,47513.00,54443.00
QLD,4174,1565.00,47381.00,53076.00
QLD,4178,14014.00,45647.00,56316.00
QLD,4179,11181.00,47511.00,61665.00
QLD,4183,1179.00,35703.00,45725.00
QLD,4184,2339.00,29129.00,38184.00
QLD,4205,2196.00,40596.00,44498.00
QLD,4207,26150.00,40680.00,47066.00
QLD,4208,10057.00,45230.00,52908.00
QLD,4209,21592.00,42594.00,51427.00
QLD,4210,10384.00,41714.00,51169.00
QLD,4211,33788.00,39742.00,48173.00
QLD,4212,16042.00,41080.00,59349.00
QLD,4213,16591.00,39492.00,51278.00
QLD,4214,21391.00,38570.00,48259.00
QLD,4215,25610.00,36059.00,44801.00
QLD,4216,20637.00,38968.00,56219.00
QLD,4217,25183.00,35401.00,57228.00
QLD,4218,20447.00,39412.00,57576.00
QLD,4219,262.00,34010.00,44550.00
QLD,4220,18922.00,39465.00,51130.00
QLD,4221,15231.00,38374.00,49610.00
QLD,4223,8358.00,38645.00,54750.00
QLD,4224,3826.00,39082.00,50375.00
QLD,4225,4523.00,35409.00,46935.00
QLD,4226,19285.00,38330.00,49233.00
QLD,4227,11054.00,39021.00,49313.00
QLD,4228,3329.00,39130.00,53277.00
QLD,4230,382.00,29981.00,39072.00
QLD,4270,2168.00,43305.00,52459.00
QLD,4271,1283.00,35153.00,45459.00
QLD,4272,2921.00,33769.00,47517.00
QLD,4275,1883.00,39680.00,47787.00
QLD,4280,8569.00,44146.00,51394.00
QLD,4285,9468.00,40112.00,47003.00
QLD,4287,375.00,30083.00,33411.00
QLD,4300,27060.00,46432.00,52661.00
QLD,4301,12666.00,42466.00,45978.00
QLD,4303,1483.00,40093.00,42535.00
QLD,4304,7579.00,41374.00,45498.00
QLD,4305,30082.00,43006.00,48279.00
QLD,4306,18425.00,45379.00,53923.00
QLD,4307,863.00,36816.00,42764.00
QLD,4309,1527.00,36019.00,41600.00
QLD,4310,3109.00,35065.00,42226.00
QLD,4311,4507.00,38406.00,43972.00
QLD,4312,1224.00,34641.00,44999.00
QLD,4313,973.00,31343.00,38079.00
QLD,4340,2620.00,37978.00,43328.00
QLD,4341,6540.00,39383.00,45463.00
QLD,4342,1237.00,37451.00,45032.00
QLD,4343,6351.00,32451.00,38713.00
QLD,4344,1318.00,38982.00,44696.00
QLD,4346,473.00,43456.00,48553.00
QLD,4347,661.00,37006.00,41970.00
QLD,4350,58380.00,42255.00,51958.00
QLD,4352,15709.00,43396.00,52288.00
QLD,4354,577.00,37973.00,44019.00
QLD,4355,1289.00,30714.00,38370.00
QLD,4356,2809.00,35595.00,42234.00
QLD,4357,1446.00,36692.00,41592.00
QLD,4358,1143.00,38485.00,44975.00
QLD,4359,654.00,36056.00,40582.00
QLD,4360,409.00,30118.00,35800.00
QLD,4361,1350.00,29344.00,37266.00
QLD,4362,1299.00,33586.00,39390.00
QLD,4363,411.00,37520.00,45584.00
QLD,4370,9593.00,35070.00,39633.00
QLD,4371,418.00,30042.00,34927.00
QLD,4373,563.00,30440.00,35199.00
QLD,4377,343.00,26307.00,30892.00
QLD,4380,4622.00,29695.00,35573.00
QLD,4381,270.00,29334.00,33726.00
QLD,4382,319.00,30081.00,36944.00
QLD,4383,427.00,28550.00,31829.00
QLD,4385,639.00,30571.00,36972.00
QLD,4387,729.00,32285.00,35241.00
QLD,4388,220.00,26598.00,27219.00
QLD,4390,4390.00,38104.00,45574.00
QLD,4400,1000.00,43556.00,48818.00
QLD,4401,3047.00,41036.00,44214.00
QLD,4403,437.00,34692.00,40235.00
QLD,4404,310.00,39706.00,44212.00
QLD,4405,8287.00,43527.00,52329.00
QLD,4406,613.00,28858.00,37467.00
QLD,4407,362.00,32223.00,38539.00
QLD,4408,384.00,27226.00,30476.00
QLD,4410,777.00,31353.00,37579.00
QLD,4413,4312.00,45695.00,58500.00
QLD,4415,1125.00,41607.00,52298.00
QLD,4416,322.00,32535.00,31499.00
QLD,4417,398.00,35050.00,36412.00
QLD,4419,561.00,31549.00,30467.00
QLD,4420,780.00,32873.00,32631.00
QLD,4421,1059.00,35696.00,40180.00
QLD,4422,273.00,27151.00,28588.00
QLD,4427,204.00,29326.00,32686.00
QLD,4428,436.00,31894.00,34101.00
QLD,4454,522.00,30576.00,31144.00
QLD,4455,5506.00,46312.00,51718.00
QLD,4465,814.00,30728.00,29922.00
QLD,4468,210.00,25094.00,24581.00
QLD,4470,2086.00,40864.00,43908.00
QLD,4472,873.00,36312.00,39200.00
QLD,4477,292.00,26693.00,27834.00
QLD,4478,299.00,33226.00,33049.00
QLD,4480,499.00,37979.00,38727.00
QLD,4486,437.00,35694.00,38284.00
QLD,4487,1953.00,38376.00,43869.00
QLD,4490,720.00,35698.00,38275.00
QLD,4500,23590.00,44872.00,52753.00
QLD,4501,3004.00,41785.00,46488.00
QLD,4502,5185.00,44124.00,51493.00
QLD,4503,21467.00,44297.00,50662.00
QLD,4504,9814.00,45549.00,53735.00
QLD,4505,10534.00,41912.00,50002.00
QLD,4506,11274.00,39167.00,45501.00
QLD,4507,8349.00,34006.00,45783.00
QLD,4508,8840.00,39240.00,44485.00
QLD,4509,13947.00,48386.00,57750.00
QLD,4510,21879.00,36892.00,42967.00
QLD,4511,4134.00,37291.00,45593.00
QLD,4512,2113.00,36730.00,47037.00
QLD,4514,3240.00,38138.00,46124.00
QLD,4515,2104.00,38374.00,46377.00
QLD,4516,2376.00,39344.00,48021.00
QLD,4517,384.00,38982.00,48379.00
QLD,4518,2679.00,36685.00,46192.00
QLD,4519,4265.00,36494.00,44864.00
QLD,4520,7961.00,49131.00,71071.00
QLD,4521,2632.00,45031.00,57657.00
QLD,4550,2328.00,37380.00,47227.00
QLD,4551,28784.00,37327.00,48666.00
QLD,4552,4929.00,30673.00,43681.00
QLD,4553,3265.00,38346.00,50008.00
QLD,4554,1100.00,37545.00,51033.00
QLD,4555,3913.00,37722.00,48035.00
QLD,4556,24063.00,38169.00,53373.00
QLD,4557,10728.00,38309.00,49870.00
QLD,4558,11409.00,36696.00,45904.00
QLD,4559,3466.00,37991.00,48705.00
QLD,4560,16229.00,36528.00,44564.00
QLD,4561,4171.00,36668.00,47804.00
QLD,4562,4601.00,34310.00,49057.00
QLD,4563,4750.00,35342.00,48150.00
QLD,4564,6337.00,37819.00,48173.00
QLD,4565,7791.00,34155.00,43826.00
QLD,4566,5129.00,34249.00,50721.00
QLD,4567,7493.00,35340.00,56648.00
QLD,4568,2005.00,35198.00,44012.00
QLD,4569,808.00,33589.00,43948.00
QLD,4570,19703.00,34460.00,41990.00
QLD,4571,406.00,29452.00,39609.00
QLD,4572,2494.00,39466.00,56358.00
QLD,4573,14079.00,37953.00,50820.00
QLD,4574,677.00,29334.00,40246.00
QLD,4575,14053.00,39937.00,55908.00
QLD,4580,1755.00,29018.00,39574.00
QLD,4581,691.00,28166.00,37444.00
QLD,4600,382.00,25977.00,35563.00
QLD,4601,588.00,21776.00,29271.00
QLD,4605,1867.00,32105.00,36512.00
QLD,4606,1157.00,33488.00,37859.00
QLD,4608,434.00,30729.00,37089.00
QLD,4610,7345.00,36287.00,43737.00
QLD,4613,309.00,23745.00,29054.00
QLD,4614,473.00,32384.00,40072.00
QLD,4615,2872.00,32774.00,40981.00
QLD,4621,763.00,26698.00,33071.00
QLD,4625,1664.00,29206.00,34865.00
QLD,4626,1300.00,27417.00,30230.00
QLD,4627,367.00,31144.00,34777.00
QLD,4630,1352.00,27727.00,35954.00
QLD,4650,14813.00,37300.00,43938.00
QLD,4655,26292.00,35492.00,45098.00
QLD,4659,1781.00,32081.00,40437.00
QLD,4660,3560.00,30676.00,40672.00
QLD,4662,286.00,33768.00,39469.00
QLD,4670,39402.00,36872.00,45721.00
QLD,4671,2735.00,28699.00,38658.00
QLD,4673,345.00,31355.00,37511.00
QLD,4674,599.00,30263.00,43763.00
QLD,4677,1849.00,36987.00,52572.00
QLD,4678,508.00,44319.00,61017.00
QLD,4680,33330.00,63639.00,80413.00
QLD,4695,594.00,57279.00,67076.00
QLD,4699,228.00,41087.00,51879.00
QLD,4700,9279.00,45499.00,58411.00
QLD,4701,23420.00,46186.00,55450.00
QLD,4702,14909.00,43922.00,54351.00
QLD,4703,12250.00,44973.00,60062.00
QLD,4705,234.00,30903.00,23871.00
QLD,4709,576.00,88398.00,101284.00
QLD,4710,2290.00,42461.00,55674.00
QLD,4711,978.00,51960.00,63115.00
QLD,4713,217.00,34478.00,39272.00
QLD,4714,1084.00,39821.00,49126.00
QLD,4715,4465.00,48787.00,61739.00
QLD,4716,520.00,38616.00,48696.00
QLD,4717,2687.00,74625.00,84004.00
QLD,4718,1310.00,47591.00,64098.00
QLD,4719,630.00,34989.00,41948.00
QLD,4720,9053.00,52125.00,66579.00
QLD,4721,2126.00,48399.00,60246.00
QLD,4722,1110.00,38724.00,48485.00
QLD,4723,906.00,44432.00,53756.00
QLD,4724,411.00,32483.00,25877.00
QLD,4725,922.00,43920.00,49132.00
QLD,4726,231.00,32685.00,31428.00
QLD,4730,2141.00,40915.00,44166.00
QLD,4735,737.00,36763.00,34745.00
QLD,4737,4774.00,47316.00,58921.00
QLD,4738,645.00,41788.00,56783.00
QLD,4740,49500.00,51272.00,65833.00
QLD,4741,4153.00,45933.00,59677.00
QLD,4742,577.00,48160.00,61683.00
QLD,4743,509.00,76305.00,85858.00
QLD,4744,4897.00,79605.00,90808.00
QLD,4745,1467.00,73515.00,85271.00
QLD,4746,1090.00,92888.00,92881.00
QLD,4750,3009.00,53164.00,68130.00
QLD,4751,2818.00,53553.00,65774.00
QLD,4753,2330.00,56177.00,69262.00
QLD,4754,1297.00,49290.00,62407.00
QLD,4756,370.00,37317.00,50248.00
QLD,4798,521.00,41634.00,55025.00
QLD,4799,544.00,35409.00,49079.00
QLD,4800,4980.00,41135.00,52402.00
QLD,4802,6864.00,39771.00,51913.00
QLD,4803,836.00,39056.00,42808.00
QLD,4804,962.00,44190.00,59212.00
QLD,4805,6308.00,36192.00,49408.00
QLD,4806,2257.00,39194.00,45468.00
QLD,4807,6864.00,39304.00,47855.00
QLD,4808,631.00,42651.00,49169.00
QLD,4809,525.00,37759.00,43820.00
QLD,4810,14120.00,49380.00,64684.00
QLD,4811,6873.00,48956.00,57856.00
QLD,4812,10805.00,45500.00,54987.00
QLD,4813,728.00,55694.00,50177.00
QLD,4814,25460.00,46788.00,56079.00
QLD,4815,10585.00,43847.00,51088.00
QLD,4816,4396.00,39941.00,48014.00
QLD,4817,17587.00,48164.00,55152.00
QLD,4818,14749.00,50406.00,57715.00
QLD,4819,1233.00,33912.00,43350.00
QLD,4820,5278.00,40644.00,48219.00
QLD,4821,855.00,37319.00,41549.00
QLD,4822,513.00,36128.00,35161.00
QLD,4823,551.00,37180.00,29809.00
QLD,4824,1606.00,54774.00,63257.00
QLD,4825,12039.00,61274.00,71128.00
QLD,4829,262.00,44336.00,51783.00
QLD,4830,498.00,34071.00,42215.00
QLD,4849,791.00,30480.00,42125.00
QLD,4850,6054.00,38452.00,45404.00
QLD,4852,2088.00,32884.00,43349.00
QLD,4854,3729.00,31894.00,38519.00
QLD,4855,397.00,34811.00,37451.00
QLD,4856,372.00,36384.00,42935.00
QLD,4858,850.00,37109.00,45807.00
QLD,4859,316.00,37981.00,42021.00
QLD,4860,6151.00,35686.00,41860.00
QLD,4861,777.00,35599.00,43204.00
QLD,4865,4161.00,42203.00,50277.00
QLD,4868,11225.00,42353.00,49671.00
QLD,4869,9339.00,42967.00,48978.00
QLD,4870,44008.00,39869.00,50699.00
QLD,4871,5849.00,31730.00,39590.00
QLD,4872,2343.00,30208.00,39627.00
QLD,4873,3554.00,36222.00,43360.00
QLD,4874,2577.00,66384.00,72363.00
QLD,4875,2709.00,39144.00,47867.00
QLD,4876,801.00,36162.00,42428.00
QLD,4877,3457.00,34110.00,41540.00
QLD,4878,7438.00,41425.00,50705.00
QLD,4879,11503.00,41929.00,53576.00
QLD,4880,6737.00,35938.00,43027.00
QLD,4881,2361.00,35272.00,44617.00
QLD,4882,1648.00,35120.00,44328.00
QLD,4883,4374.00,34603.00,42432.00
QLD,4884,1144.00,34174.00,45481.00
QLD,4885,2278.00,32280.00,43662.00
QLD,4886,445.00,26499.00,37798.00
QLD,4887,881.00,33258.00,40746.00
QLD,4888,1199.00,30407.00,39329.00
QLD,4890,625.00,45237.00,51163.00
QLD,4891,343.00,38725.00,46521.00
QLD,4895,1892.00,35850.00,43465.00
SA ,5000,7662.00,42469.00,60164.00
SA ,5006,4299.00,51362.00,86348.00
SA ,5007,3707.00,44992.00,51539.00
SA ,5008,6779.00,40323.00,46295.00
SA ,5009,2817.00,41268.00,47128.00
SA ,5010,2528.00,38305.00,42708.00
SA ,5011,5999.00,43363.00,49908.00
SA ,5012,4866.00,36454.00,40925.00
SA ,5013,4708.00,40581.00,45204.00
SA ,5014,6214.00,42227.00,46949.00
SA ,5015,3442.00,44264.00,49772.00
SA ,5016,4863.00,45650.00,53934.00
SA ,5017,2266.00,41517.00,46865.00
SA ,5018,3589.00,44836.00,53813.00
SA ,5019,5012.00,44816.00,54096.00
SA ,5020,1901.00,43914.00,56195.00
SA ,5021,3901.00,41752.00,57130.00
SA ,5022,9701.00,45909.00,63988.00
SA ,5023,8392.00,39392.00,44632.00
SA ,5024,8412.00,42083.00,54456.00
SA ,5025,4761.00,41337.00,50012.00
SA ,5031,5460.00,43931.00,51859.00
SA ,5032,7450.00,42221.00,52740.00
SA ,5033,4503.00,41050.00,46487.00
SA ,5034,6366.00,48553.00,68581.00
SA ,5035,3609.00,43292.00,52563.00
SA ,5037,5781.00,42104.00,48400.00
SA ,5038,8920.00,40923.00,47389.00
SA ,5039,4860.00,41356.00,48658.00
SA ,5040,1371.00,41763.00,59992.00
SA ,5041,8046.00,46092.00,58758.00
SA ,5042,5721.00,37167.00,45445.00
SA ,5043,9263.00,40347.00,45870.00
SA ,5044,6639.00,46325.00,61279.00
SA ,5045,10394.00,45068.00,63539.00
SA ,5046,4948.00,40891.00,47675.00
SA ,5047,4242.00,39762.00,46087.00
SA ,5048,8457.00,43853.00,56663.00
SA ,5049,6199.00,43332.00,56175.00
SA ,5050,3418.00,42212.00,54205.00
SA ,5051,8960.00,45849.00,55794.00
SA ,5052,4154.00,45970.00,59113.00
SA ,5061,6709.00,50566.00,89739.00
SA ,5062,9856.00,47964.00,73334.00
SA ,5063,7548.00,47558.00,66690.00
SA ,5064,6379.00,48791.00,77502.00
SA ,5065,6568.00,47542.00,79373.00
SA ,5066,7975.00,51170.00,83056.00
SA ,5067,6641.00,48293.00,67890.00
SA ,5068,7606.00,46449.00,71883.00
SA ,5069,5295.00,49436.00,80523.00
SA ,5070,8101.00,42496.00,53684.00
SA ,5072,7501.00,44791.00,59005.00
SA ,5073,8626.00,41671.00,51933.00
SA ,5074,6892.00,39698.00,45965.00
SA ,5075,5995.00,40992.00,49627.00
SA ,5076,5871.00,42346.00,51132.00
SA ,5081,5792.00,51220.00,93073.00
SA ,5082,8829.00,45828.00,59153.00
SA ,5083,4321.00,44856.00,52403.00
SA ,5084,4230.00,36274.00,40315.00
SA ,5085,9072.00,43145.00,49327.00
SA ,5086,8346.00,41983.00,46936.00
SA ,5087,5845.00,41064.00,47011.00
SA ,5088,1807.00,39860.00,43486.00
SA ,5089,4196.00,44032.00,52481.00
SA ,5090,4180.00,40301.00,44119.00
SA ,5091,4448.00,42459.00,49763.00
SA ,5092,9659.00,41824.00,46363.00
SA ,5093,4687.00,40586.00,44317.00
SA ,5094,476.00,38432.00,45680.00
SA ,5095,11007.00,44215.00,50741.00
SA ,5096,7599.00,40510.00,45099.00
SA ,5097,7949.00,42624.00,48248.00
SA ,5098,6087.00,40706.00,45629.00
SA ,5107,7885.00,39181.00,42473.00
SA ,5108,18146.00,39760.00,42297.00
SA ,5109,10519.00,41305.00,45661.00
SA ,5110,3955.00,41737.00,44544.00
SA ,5112,7428.00,38718.00,42237.00
SA ,5113,5983.00,36108.00,38095.00
SA ,5114,16473.00,41823.00,46003.00
SA ,5115,4207.00,41217.00,43689.00
SA ,5116,4102.00,41077.00,46764.00
SA ,5117,1594.00,44278.00,49305.00
SA ,5118,10183.00,43290.00,50507.00
SA ,5120,1346.00,38076.00,43844.00
SA ,5121,582.00,34781.00,39628.00
SA ,5125,11322.00,46957.00,54617.00
SA ,5126,4334.00,43383.00,48521.00
SA ,5127,4855.00,44592.00,51352.00
SA ,5131,664.00,42445.00,51932.00
SA ,5132,260.00,45023.00,64541.00
SA ,5133,299.00,43959.00,55652.00
SA ,5134,223.00,41015.00,55410.00
SA ,5136,297.00,44230.00,63974.00
SA ,5137,360.00,43255.00,59545.00
SA ,5140,265.00,48333.00,63839.00
SA ,5141,458.00,39634.00,56439.00
SA ,5142,467.00,41086.00,60175.00
SA ,5144,223.00,41366.00,59761.00
SA ,5151,259.00,47319.00,66040.00
SA ,5152,4306.00,48500.00,72460.00
SA ,5153,3886.00,41426.00,59955.00
SA ,5154,2327.00,47280.00,71444.00
SA ,5155,2405.00,45136.00,55612.00
SA ,5156,626.00,47887.00,58832.00
SA ,5157,1882.00,39532.00,52233.00
SA ,5158,15293.00,43522.00,49059.00
SA ,5159,20565.00,42617.00,50243.00
SA ,5161,5524.00,41131.00,44107.00
SA ,5162,18104.00,39818.00,43850.00
SA ,5163,6700.00,38140.00,42529.00
SA ,5164,1886.00,37740.00,39427.00
SA ,5165,2557.00,36749.00,42460.00
SA ,5166,871.00,37407.00,42248.00
SA ,5167,3172.00,40372.00,46903.00
SA ,5168,2754.00,39315.00,43551.00
SA ,5169,8271.00,39845.00,45530.00
SA ,5170,654.00,38573.00,44245.00
SA ,5171,3659.00,39086.00,48125.00
SA ,5172,2534.00,38775.00,48096.00
SA ,5173,6258.00,37802.00,43982.00
SA ,5174,1366.00,37571.00,44191.00
SA ,5201,1140.00,37581.00,48379.00
SA ,5202,472.00,36821.00,42448.00
SA ,5203,681.00,33140.00,39294.00
SA ,5204,1317.00,30186.00,40107.00
SA ,5210,1094.00,37848.00,45255.00
SA ,5211,7574.00,31399.00,40045.00
SA ,5212,1087.00,30179.00,37580.00
SA ,5213,665.00,36064.00,46495.00
SA ,5214,3865.00,31256.00,39303.00
SA ,5220,247.00,26954.00,31384.00
SA ,5222,403.00,32321.00,41916.00
SA ,5223,2036.00,32808.00,37872.00
SA ,5231,690.00,43133.00,60920.00
SA ,5232,256.00,37770.00,54052.00
SA ,5233,860.00,40224.00,49319.00
SA ,5234,883.00,41748.00,48012.00
SA ,5235,1303.00,34675.00,44531.00
SA ,5238,1927.00,31220.00,37581.00
SA ,5240,317.00,41320.00,50554.00
SA ,5241,1480.00,39987.00,46709.00
SA ,5242,1004.00,43401.00,59427.00
SA ,5243,568.00,42891.00,91735.00
SA ,5244,2418.00,41285.00,49734.00
SA ,5245,1989.00,41901.00,57124.00
SA ,5250,2029.00,44831.00,54667.00
SA ,5251,7839.00,41851.00,50610.00
SA ,5252,3476.00,42319.00,48299.00
SA ,5253,9217.00,35722.00,39778.00
SA ,5254,1120.00,35762.00,40452.00
SA ,5255,4951.00,37940.00,44105.00
SA ,5256,593.00,32246.00,38510.00
SA ,5259,414.00,34297.00,40320.00
SA ,5260,920.00,33290.00,37578.00
SA ,5261,250.00,33257.00,40247.00
SA ,5262,327.00,33067.00,37501.00
SA ,5264,751.00,33414.00,40335.00
SA ,5265,206.00,33991.00,38810.00
SA ,5266,425.00,33427.00,38182.00
SA ,5267,1250.00,37511.00,40411.00
SA ,5268,2455.00,36049.00,40151.00
SA ,5270,391.00,35604.00,39883.00
SA ,5271,4865.00,36484.00,42853.00
SA ,5272,563.00,34722.00,45203.00
SA ,5275,1338.00,35956.00,42622.00
SA ,5276,838.00,31386.00,41286.00
SA ,5277,1615.00,37729.00,42545.00
SA ,5278,332.00,33942.00,45914.00
SA ,5280,4023.00,37224.00,46189.00
SA ,5290,15141.00,39803.00,49639.00
SA ,5291,3512.00,40031.00,60059.00
SA ,5301,305.00,23606.00,30620.00
SA ,5302,532.00,32694.00,39101.00
SA ,5304,551.00,32206.00,36736.00
SA ,5307,353.00,27190.00,31566.00
SA ,5320,265.00,32582.00,39990.00
SA ,5322,243.00,32281.00,39609.00
SA ,5330,2135.00,35882.00,40778.00
SA ,5332,223.00,32980.00,44029.00
SA ,5333,3443.00,35741.00,41781.00
SA ,5340,787.00,34357.00,36213.00
SA ,5341,4375.00,33849.00,38723.00
SA ,5342,510.00,35643.00,40679.00
SA ,5343,2950.00,36591.00,43418.00
SA ,5344,372.00,33548.00,38413.00
SA ,5345,1851.00,37093.00,41829.00
SA ,5351,3324.00,41848.00,49473.00
SA ,5352,3143.00,43675.00,52550.00
SA ,5353,2178.00,37441.00,48627.00
SA ,5355,4199.00,41576.00,47081.00
SA ,5356,457.00,39292.00,40495.00
SA ,5360,746.00,42548.00,49183.00
SA ,5371,829.00,40752.00,47163.00
SA ,5372,1146.00,42166.00,47525.00
SA ,5373,1826.00,38128.00,47923.00
SA ,5374,776.00,31487.00,37797.00
SA ,5381,204.00,27043.00,36523.00
SA ,5400,423.00,41338.00,48620.00
SA ,5401,437.00,39578.00,43614.00
SA ,5412,608.00,38030.00,45211.00
SA ,5413,493.00,32507.00,43037.00
SA ,5417,783.00,35157.00,42188.00
SA ,5422,639.00,35248.00,40559.00
SA ,5431,525.00,30943.00,38524.00
SA ,5433,701.00,40702.00,51249.00
SA ,5434,240.00,36136.00,41171.00
SA ,5451,418.00,37974.00,43800.00
SA ,5452,267.00,37419.00,43399.00
SA ,5453,3030.00,38935.00,48286.00
SA ,5454,224.00,35824.00,40276.00
SA ,5460,387.00,35172.00,44544.00
SA ,5461,1368.00,37875.00,45479.00
SA ,5462,297.00,36867.00,50598.00
SA ,5464,275.00,38962.00,45770.00
SA ,5473,357.00,35061.00,44159.00
SA ,5480,477.00,35329.00,44672.00
SA ,5481,333.00,27117.00,35177.00
SA ,5482,319.00,32541.00,39134.00
SA ,5485,315.00,41187.00,52044.00
SA ,5491,1070.00,39220.00,48319.00
SA ,5501,3851.00,41535.00,47350.00
SA ,5502,832.00,41935.00,50837.00
SA ,5520,286.00,36230.00,44388.00
SA ,5522,669.00,36734.00,47958.00
SA ,5523,970.00,40754.00,50780.00
SA ,5540,6961.00,38937.00,47327.00
SA ,5550,466.00,37656.00,40683.00
SA ,5554,2768.00,39685.00,48746.00
SA ,5555,365.00,40912.00,48685.00
SA ,5556,1699.00,34628.00,41407.00
SA ,5558,2103.00,35831.00,44073.00
SA ,5560,248.00,39533.00,57771.00
SA ,5571,901.00,35421.00,45688.00
SA ,5573,1091.00,37577.00,47017.00
SA ,5575,1188.00,33278.00,40356.00
SA ,5576,612.00,33594.00,43613.00
SA ,5577,334.00,28098.00,33059.00
SA ,5581,271.00,29791.00,44717.00
SA ,5582,312.00,35552.00,43701.00
SA ,5583,391.00,32344.00,39413.00
SA ,5600,3721.00,53473.00,63856.00
SA ,5602,717.00,39357.00,52032.00
SA ,5603,241.00,36911.00,41621.00
SA ,5605,1034.00,35364.00,45124.00
SA ,5606,8742.00,40251.00,50152.00
SA ,5607,1690.00,35108.00,42949.00
SA ,5608,6120.00,45563.00,55371.00
SA ,5609,744.00,63737.00,69390.00
SA ,5631,789.00,43225.00,55774.00
SA ,5633,219.00,32155.00,37021.00
SA ,5640,674.00,39933.00,45400.00
SA ,5641,643.00,40284.00,47003.00
SA ,5652,466.00,40643.00,48147.00
SA ,5670,270.00,32719.00,40416.00
SA ,5680,1271.00,36363.00,45508.00
SA ,5690,2214.00,39983.00,47441.00
SA ,5700,5733.00,43368.00,51897.00
SA ,5710,1292.00,47189.00,56911.00
SA ,5722,209.00,44802.00,55498.00
SA ,5723,847.00,39046.00,44546.00
SA ,5725,2616.00,81293.00,89042.00
SA ,5731,330.00,62295.00,68907.00
TAS,7000,8541.00,44271.00,57819.00
TAS,7004,4507.00,42859.00,61228.00
TAS,7005,8129.00,41407.00,67153.00
TAS,7007,1818.00,46460.00,60558.00
TAS,7008,6934.00,44414.00,53617.00
TAS,7009,6335.00,38246.00,43559.00
